,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Year,Month,Type_t,Type_u,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Price
237,2,13.8,3018.0,1.0,1.0,65.0,-37.8693,144.8171,5301.0,2016,6,0,1,0,0,0,0,0,1,0,406000.0
238,3,13.8,3018.0,1.0,1.0,602.0,-37.8616,144.8116,5301.0,2016,7,0,0,0,0,0,0,0,1,0,660000.0
239,3,13.8,3018.0,1.0,1.0,530.0,-37.8594,144.817,5301.0,2016,7,0,0,0,0,0,0,0,1,0,683500.0
240,2,13.8,3018.0,1.0,2.0,512.0,-37.80046,145.0032,5301.0,2016,8,0,1,0,0,0,0,0,1,0,540000.0
241,2,13.8,3018.0,1.0,1.0,225.0,-37.8696,144.827,5301.0,2016,8,0,1,0,0,0,0,0,1,0,580000.0
242,3,13.8,3018.0,1.0,4.0,777.0,-37.8697,144.8249,5301.0,2016,8,0,0,0,0,0,0,0,1,0,1335000.0
243,3,13.8,3018.0,2.0,2.0,280.0,-37.8734,144.8143,5301.0,2016,8,1,0,0,0,0,0,0,1,0,800000.0
244,2,13.8,3018.0,1.0,1.0,127.0,-37.8686,144.8182,5301.0,2016,10,0,1,0,0,0,0,0,1,0,510000.0
245,4,13.8,3018.0,2.0,2.0,695.0,-37.8733,144.8147,5301.0,2016,10,0,0,0,0,0,0,0,1,0,1070000.0
246,2,13.8,3018.0,1.0,2.0,115.0,-37.871,144.8185,5301.0,2016,10,0,1,0,0,0,0,0,1,0,425000.0
247,3,13.8,3018.0,2.0,2.0,230.0,-37.8646,144.827,5301.0,2016,10,0,1,0,0,0,0,0,1,0,605000.0
248,3,13.8,3018.0,2.0,2.0,197.0,-37.8579,144.8181,5301.0,2017,11,1,0,0,0,0,0,0,1,0,705000.0
249,2,13.8,3018.0,1.0,1.0,0.0,-37.8678,144.8384,5301.0,2017,11,0,1,0,0,0,0,0,1,0,391000.0
250,2,13.8,3018.0,1.0,1.0,0.0,-37.8659,144.83100000000002,5301.0,2017,11,0,1,0,0,0,0,0,1,0,440000.0
251,4,13.8,3018.0,1.0,2.0,745.0,-37.8658,144.8155,5301.0,2017,11,0,0,0,0,0,0,0,1,0,845000.0
252,3,13.8,3018.0,1.0,2.0,512.0,-37.80046,145.0032,5301.0,2017,11,0,0,0,0,0,0,0,1,0,766000.0
253,3,13.8,3018.0,2.0,2.0,211.0,-37.8698,144.816,5301.0,2016,12,1,0,0,0,0,0,0,1,0,743000.0
254,3,13.8,3018.0,1.0,2.0,512.0,-37.80046,145.0032,5301.0,2016,12,1,0,0,0,0,0,0,1,0,650000.0
255,3,13.8,3018.0,2.0,1.0,69.0,-37.868,144.8286,5301.0,2016,8,0,1,0,0,0,0,0,1,0,730000.0
256,3,13.8,3018.0,1.0,2.0,512.0,-37.80046,145.0032,5301.0,2016,8,1,0,0,0,0,0,0,1,0,916500.0
257,3,13.8,3018.0,1.0,4.0,625.0,-37.8611,144.8114,5301.0,2016,5,0,0,0,0,0,0,0,1,0,635000.0
258,2,13.8,3018.0,1.0,1.0,168.0,-37.8676,144.8202,5301.0,2016,5,0,1,0,0,0,0,0,1,0,620000.0
259,2,13.8,3018.0,1.0,1.0,137.0,-37.8655,144.8299,5301.0,2016,10,0,1,0,0,0,0,0,1,0,447000.0
260,3,13.8,3018.0,2.0,1.0,70.0,-37.868,144.8287,5301.0,2016,4,0,1,0,0,0,0,0,1,0,730000.0
261,3,13.8,3018.0,1.0,2.0,606.0,-37.8608,144.8124,5301.0,2016,4,0,0,0,0,0,0,0,1,0,678000.0
262,2,13.8,3018.0,2.0,1.0,175.0,-37.8687,144.8268,5301.0,2016,7,0,1,0,0,0,0,0,1,0,580000.0
263,3,13.8,3018.0,1.0,2.0,363.0,-37.8674,144.8375,5301.0,2016,9,0,0,0,0,0,0,0,1,0,712000.0
264,3,13.8,3018.0,2.0,2.0,534.0,-37.86,144.8245,5301.0,2017,3,0,0,0,0,0,0,0,1,0,840000.0
265,3,13.8,3018.0,1.0,2.0,724.0,-37.8672,144.817,5301.0,2016,11,0,0,0,0,0,0,0,1,0,980000.0
266,4,13.8,3018.0,1.0,2.0,512.0,-37.80046,145.0032,5301.0,2016,11,0,0,0,0,0,0,0,1,0,1000000.0
267,3,13.8,3018.0,2.0,0.0,265.0,-37.8583,144.8172,5301.0,2016,5,1,0,0,0,0,0,0,1,0,605100.0
268,3,13.8,3018.0,3.0,1.0,577.0,-37.8699,144.8235,5301.0,2016,8,0,0,0,0,0,0,0,1,0,880000.0
269,3,13.8,3018.0,2.0,1.0,205.0,-37.8684,144.815,5301.0,2016,4,0,1,0,0,0,0,0,1,0,577000.0
271,4,13.8,3018.0,1.0,0.0,797.0,-37.8663,144.8387,5301.0,2017,2,0,0,0,0,0,0,0,1,0,1030000.0
272,3,13.8,3018.0,1.0,2.0,181.0,-37.8659,144.822,5301.0,2017,2,0,1,0,0,0,0,0,1,0,605000.0
273,3,13.8,3018.0,1.0,2.0,512.0,-37.80046,145.0032,5301.0,2017,2,0,0,0,0,0,0,0,1,0,685000.0
275,3,13.8,3018.0,2.0,2.0,529.0,-37.8612,144.8247,5301.0,2016,6,0,0,0,0,0,0,0,1,0,753000.0
276,2,13.8,3018.0,2.0,1.0,675.0,-37.8653,144.8129,5301.0,2016,11,0,0,0,0,0,0,0,1,0,857000.0
277,3,13.8,3018.0,1.0,1.0,929.0,-37.8651,144.832,5301.0,2016,5,0,0,0,0,0,0,0,1,0,1500000.0
278,3,13.8,3018.0,2.0,1.0,70.0,-37.868,144.8285,5301.0,2016,5,0,1,0,0,0,0,0,1,0,730000.0
279,3,13.8,3018.0,1.0,4.0,697.0,-37.871,144.8075,5301.0,2016,5,0,0,0,0,0,0,0,1,0,900000.0
280,3,13.8,3018.0,1.0,2.0,604.0,-37.8631,144.8195,5301.0,2016,8,0,0,0,0,0,0,0,1,0,740000.0
281,4,13.8,3018.0,2.0,3.0,532.0,-37.8637,144.8365,5301.0,2016,8,0,0,0,0,0,0,0,1,0,931000.0
282,2,13.8,3018.0,1.0,1.0,154.0,-37.8646,144.8272,5301.0,2016,7,0,0,0,0,0,0,0,1,0,535600.0
284,5,11.1,3025.0,3.0,6.0,592.0,-37.8388,144.8567,5132.0,2016,3,0,0,0,0,0,0,0,1,0,1085000.0
285,3,11.1,3025.0,1.0,2.0,533.0,-37.8291,144.835,5132.0,2016,3,0,0,0,0,0,0,0,1,0,781000.0
286,4,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,3,0,0,0,0,0,0,0,1,0,857500.0
287,4,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2017,4,0,0,0,0,0,0,0,1,0,960000.0
288,3,11.1,3025.0,1.0,3.0,554.0,-37.8449,144.85,5132.0,2017,4,0,0,0,0,0,0,0,1,0,750000.0
289,2,11.1,3025.0,1.0,1.0,77.0,-37.8351,144.8529,5132.0,2017,4,1,0,0,0,0,0,0,1,0,421000.0
290,3,11.1,3025.0,1.0,3.0,655.0,-37.8338,144.8562,5132.0,2017,4,0,0,0,0,0,0,0,1,0,1405000.0
292,3,11.1,3025.0,1.0,2.0,534.0,-37.8284,144.8355,5132.0,2016,4,0,0,0,0,0,0,0,1,0,683000.0
294,3,11.1,3025.0,1.0,3.0,540.0,-37.8267,144.8368,5132.0,2016,4,0,0,0,0,0,0,0,1,0,623000.0
295,3,11.1,3025.0,2.0,1.0,0.0,-37.8379,144.8583,5132.0,2016,6,0,0,0,0,0,0,0,1,0,720000.0
296,4,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,1,0,0,0,0,0,0,1,0,780000.0
297,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,0,1,0,0,0,0,0,1,0,720000.0
298,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,0,0,0,0,0,0,0,1,0,705000.0
299,3,11.1,3025.0,1.0,1.0,328.0,-37.838,144.8555,5132.0,2016,7,0,0,0,0,0,0,0,1,0,588000.0
300,4,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,0,0,0,0,0,0,0,1,0,720000.0
301,3,11.1,3025.0,1.0,3.0,540.0,-37.8294,144.8378,5132.0,2016,7,0,0,0,0,0,0,0,1,0,710000.0
302,2,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,0,0,0,0,0,0,0,1,0,550000.0
303,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,0,1,0,0,0,0,0,1,0,640000.0
304,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,0,0,0,0,0,0,0,1,0,537500.0
306,4,11.1,3025.0,1.0,4.0,559.0,-37.8448,144.8529,5132.0,2016,8,0,0,0,0,0,0,0,1,0,875000.0
307,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,8,0,0,0,0,0,0,0,1,0,800000.0
308,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,10,1,0,0,0,0,0,0,1,0,713500.0
310,3,11.1,3025.0,1.0,3.0,554.0,-37.8449,144.85,5132.0,2016,10,0,0,0,0,0,0,0,1,0,700000.0
311,2,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,10,0,0,0,0,0,0,0,1,0,551000.0
312,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,10,0,0,0,0,0,0,0,1,0,685000.0
313,2,11.1,3025.0,1.0,1.0,252.0,-37.8397,144.8602,5132.0,2017,11,1,0,0,0,0,0,0,1,0,640000.0
314,4,11.1,3025.0,1.0,4.0,558.0,-37.8451,144.8529,5132.0,2016,12,0,0,0,0,0,0,0,1,0,650000.0
315,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,12,0,0,0,0,0,0,0,1,0,925000.0
318,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,5,1,0,0,0,0,0,0,1,0,670000.0
319,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,5,0,0,0,0,0,0,0,1,0,680000.0
320,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,5,0,0,0,0,0,0,0,1,0,765000.0
321,3,11.1,3025.0,2.0,2.0,171.0,-37.8337,144.8554,5132.0,2016,5,0,0,0,0,0,0,0,1,0,675000.0
322,3,11.1,3025.0,1.0,2.0,585.0,-37.8258,144.8523,5132.0,2016,10,0,0,0,0,0,0,0,1,0,708000.0
323,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,10,1,0,0,0,0,0,0,1,0,656000.0
324,4,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,10,0,0,0,0,0,0,0,1,0,883000.0
325,4,11.1,3025.0,1.0,4.0,851.0,-37.8345,144.8444,5132.0,2016,10,0,0,0,0,0,0,0,1,0,965000.0
326,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,10,0,0,0,0,0,0,0,1,0,870000.0
327,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,10,0,0,0,0,0,0,0,1,0,681000.0
328,2,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,0,0,0,0,0,0,0,1,0,522500.0
329,5,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,9,0,0,0,0,0,0,0,1,0,972000.0
330,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,6,1,0,0,0,0,0,0,1,0,590000.0
331,2,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,6,0,0,0,0,0,0,0,1,0,450000.0
332,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,6,0,0,0,0,0,0,0,1,0,765000.0
333,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,6,0,0,0,0,0,0,0,1,0,750000.0
334,3,11.1,3025.0,1.0,3.0,551.0,-37.8254,144.8514,5132.0,2016,11,0,0,0,0,0,0,0,1,0,680000.0
336,2,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,11,1,0,0,0,0,0,0,1,0,510000.0
337,3,11.1,3025.0,1.0,3.0,602.0,-37.8327,144.8451,5132.0,2016,11,0,0,0,0,0,0,0,1,0,770000.0
338,3,11.1,3025.0,1.0,2.0,740.0,-37.8269,144.8455,5132.0,2016,5,0,0,0,0,0,0,0,1,0,923000.0
339,4,11.1,3025.0,2.0,4.0,315.0,-37.8391,144.8467,5132.0,2016,5,0,0,0,0,0,0,0,1,0,693000.0
340,3,11.1,3025.0,2.0,2.0,276.0,-37.8262,144.8443,5132.0,2016,8,0,0,0,0,0,0,0,1,0,620000.0
341,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,8,0,0,0,0,0,0,0,1,0,800000.0
342,3,11.1,3025.0,1.0,1.0,531.0,-37.8277,144.8385,5132.0,2016,8,0,0,0,0,0,0,0,1,0,728500.0
343,3,11.1,3025.0,2.0,1.0,590.0,-37.8382,144.8649,5132.0,2016,8,0,0,0,0,0,0,0,1,0,931000.0
344,3,11.1,3025.0,1.0,4.0,715.0,-37.8423,144.8632,5132.0,2016,8,0,0,0,0,0,0,0,1,0,988000.0
345,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,4,0,0,0,0,0,0,0,1,0,590000.0
346,3,11.1,3025.0,1.0,2.0,561.0,-37.8444,144.8491,5132.0,2016,4,0,0,0,0,0,0,0,1,0,590000.0
347,2,11.1,3025.0,1.0,2.0,691.0,-37.834,144.8553,5132.0,2016,9,0,0,0,0,0,0,0,1,0,610000.0
349,3,11.1,3025.0,2.0,3.0,555.0,-37.8318,144.8388,5132.0,2017,2,0,0,0,0,0,0,0,1,0,815000.0
350,4,11.1,3025.0,1.0,2.0,708.0,-37.833,144.8494,5132.0,2017,2,0,0,0,0,0,0,0,1,0,970000.0
351,4,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,0,0,0,0,0,0,0,1,0,840000.0
352,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,0,0,0,0,0,0,0,1,0,840000.0
353,4,11.1,3025.0,1.0,3.0,668.0,-37.8262,144.8439,5132.0,2016,6,0,0,0,0,0,0,0,1,0,760000.0
354,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,6,0,0,0,0,0,0,0,1,0,852500.0
355,4,11.1,3025.0,3.0,1.0,252.0,-37.8393,144.8568,5132.0,2016,6,1,0,0,0,0,0,0,1,0,847500.0
356,4,11.1,3025.0,1.0,4.0,633.0,-37.8375,144.8541,5132.0,2016,11,0,0,0,0,0,0,0,1,0,1200000.0
357,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,11,0,0,0,0,0,0,0,1,0,630000.0
359,3,11.1,3025.0,1.0,1.0,557.0,-37.8441,144.8505,5132.0,2016,11,0,0,0,0,0,0,0,1,0,700000.0
360,3,11.1,3025.0,1.0,1.0,536.0,-37.8285,144.8351,5132.0,2016,5,0,0,0,0,0,0,0,1,0,625000.0
361,2,11.1,3025.0,1.0,1.0,153.0,-37.8332,144.8649,5132.0,2016,8,0,1,0,0,0,0,0,1,0,292000.0
362,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,8,1,0,0,0,0,0,0,1,0,640000.0
363,3,11.1,3025.0,1.0,2.0,512.0,-37.80046,145.0032,5132.0,2016,7,0,0,0,0,0,0,0,1,0,800000.0
365,2,6.3,3143.0,1.0,1.0,0.0,-37.8543,145.0262,4836.0,2016,3,0,1,0,0,0,0,1,0,0,599000.0
366,2,6.3,3143.0,1.0,0.0,861.0,-37.8539,145.0284,4836.0,2016,3,0,1,0,0,0,0,1,0,0,550000.0
367,3,6.3,3143.0,2.0,2.0,0.0,-37.8552,145.016,4836.0,2016,3,0,1,0,0,0,0,1,0,0,995000.0
368,3,6.3,3143.0,2.0,2.0,101.0,-37.854,145.0135,4836.0,2016,3,1,0,0,0,0,0,1,0,0,1205000.0
370,3,6.3,3143.0,1.0,2.0,512.0,-37.80046,145.0032,4836.0,2016,3,0,0,0,0,0,0,1,0,0,2675000.0
371,3,6.3,3143.0,2.0,2.0,296.0,-37.8614,145.0274,4836.0,2016,3,0,0,0,0,0,0,1,0,0,1939000.0
372,1,6.3,3143.0,1.0,0.0,0.0,-37.853,145.0167,4836.0,2016,3,0,1,0,0,0,0,1,0,0,421500.0
373,2,6.3,3143.0,1.0,2.0,512.0,-37.80046,145.0032,4836.0,2016,3,0,1,0,0,0,0,1,0,0,585000.0
374,3,6.3,3143.0,1.0,2.0,512.0,-37.80046,145.0032,4836.0,2017,4,0,0,0,0,0,0,1,0,0,2050000.0
375,3,6.3,3143.0,1.0,1.0,217.0,-37.8592,145.0182,4836.0,2017,4,0,0,0,0,0,0,1,0,0,1870000.0
377,2,6.3,3143.0,1.0,2.0,0.0,-37.8538,145.0127,4836.0,2017,4,0,1,0,0,0,0,1,0,0,678000.0
380,3,6.3,3143.0,2.0,2.0,0.0,-37.8537,145.0267,4836.0,2017,4,1,0,0,0,0,0,1,0,0,1918000.0
382,2,6.3,3143.0,1.0,1.0,0.0,-37.8619,145.0257,4836.0,2017,4,0,1,0,0,0,0,1,0,0,660000.0
383,3,6.3,3143.0,2.0,1.0,205.0,-37.8574,145.0281,4836.0,2017,4,0,0,0,0,0,0,1,0,0,2050000.0
386,2,6.3,3143.0,1.0,2.0,0.0,-37.8552,145.016,4836.0,2016,4,0,1,0,0,0,0,1,0,0,700000.0
387,2,6.3,3143.0,2.0,2.0,0.0,-37.8555,145.0291,4836.0,2016,4,0,1,0,0,0,0,1,0,0,3625000.0
388,4,6.3,3143.0,2.0,2.0,1581.0,-37.858000000000004,145.0111,4836.0,2016,4,0,0,0,0,0,0,1,0,0,3000000.0
389,2,6.3,3143.0,1.0,2.0,512.0,-37.80046,145.0032,4836.0,2016,6,0,0,0,0,0,0,1,0,0,1930000.0
390,5,6.3,3143.0,2.0,2.0,693.0,-37.8638,145.0229,4836.0,2016,7,0,0,0,0,0,0,1,0,0,1525000.0
392,3,6.3,3143.0,2.0,1.0,2113.0,-37.8543,145.0262,4836.0,2016,7,0,1,0,0,0,0,1,0,0,735000.0
393,2,6.3,3143.0,1.0,1.0,0.0,-37.8528,145.0268,4836.0,2016,7,0,1,0,0,0,0,1,0,0,825000.0
394,3,6.3,3143.0,2.0,2.0,246.0,-37.8566,145.0116,4836.0,2016,7,1,0,0,0,0,0,1,0,0,1586000.0
399,2,6.3,3143.0,1.0,1.0,0.0,-37.8596,145.0198,4836.0,2016,8,0,1,0,0,0,0,1,0,0,645000.0
400,1,6.3,3143.0,2.0,1.0,144.0,-37.8564,145.0228,4836.0,2016,8,0,0,0,0,0,0,1,0,0,1435000.0
402,1,6.3,3143.0,1.0,1.0,0.0,-37.8619,145.0185,4836.0,2016,10,0,1,0,0,0,0,1,0,0,280000.0
403,1,6.3,3143.0,1.0,1.0,0.0,-37.8605,145.0185,4836.0,2016,10,0,1,0,0,0,0,1,0,0,400000.0
405,2,6.3,3143.0,2.0,2.0,0.0,-37.8537,145.0267,4836.0,2016,10,0,0,0,0,0,0,1,0,0,1780000.0
407,2,6.3,3143.0,1.0,1.0,0.0,-37.8574,145.0174,4836.0,2016,10,0,1,0,0,0,0,1,0,0,592500.0
409,2,6.3,3143.0,1.0,0.0,249.0,-37.8543,145.016,4836.0,2016,12,0,0,0,0,0,0,1,0,0,1210000.0
410,4,6.3,3143.0,2.0,2.0,624.0,-37.8536,145.0173,4836.0,2016,12,0,0,0,0,0,0,1,0,0,2801000.0
414,1,6.3,3143.0,1.0,0.0,881.0,-37.8614,145.0222,4836.0,2016,5,0,1,0,0,0,0,1,0,0,390000.0
416,3,6.3,3143.0,2.0,2.0,405.0,-37.8545,145.0145,4836.0,2016,10,0,0,0,0,0,0,1,0,0,1800000.0
418,4,6.3,3143.0,1.0,2.0,495.0,-37.8613,145.0264,4836.0,2016,10,0,0,0,0,0,0,1,0,0,2200000.0
420,1,6.3,3143.0,1.0,1.0,0.0,-37.8537,145.0114,4836.0,2016,4,0,1,0,0,0,0,1,0,0,324000.0
426,6,6.3,3143.0,3.0,4.0,1491.0,-37.8602,145.013,4836.0,2016,9,0,0,0,0,0,0,1,0,0,5525000.0
428,2,6.3,3143.0,1.0,2.0,169.0,-37.851,145.0161,4836.0,2016,9,0,0,0,0,0,0,1,0,0,1125000.0
429,3,6.3,3143.0,3.0,1.0,301.0,-37.8511,145.0167,4836.0,2016,9,0,0,0,0,0,0,1,0,0,2250000.0
430,3,6.3,3143.0,2.0,0.0,336.0,-37.8558,145.015,4836.0,2017,3,0,0,0,0,0,0,1,0,0,2360000.0
431,2,6.3,3143.0,2.0,0.0,207.0,-37.8571,145.0224,4836.0,2017,3,0,0,0,0,0,0,1,0,0,1900000.0
432,1,6.3,3143.0,1.0,1.0,0.0,-37.8531,145.0115,4836.0,2017,3,0,1,0,0,0,0,1,0,0,440000.0
435,2,6.3,3143.0,1.0,1.0,0.0,-37.8646,145.0247,4836.0,2016,6,0,1,0,0,0,0,1,0,0,490000.0
437,3,6.3,3143.0,2.0,1.0,316.0,-37.8521,145.019,4836.0,2016,6,0,0,0,0,0,0,1,0,0,2365000.0
438,3,6.3,3143.0,1.0,2.0,212.0,-37.8542,145.0149,4836.0,2016,6,0,0,0,0,0,0,1,0,0,1300000.0
440,3,6.3,3143.0,2.0,2.0,0.0,-37.8597,145.0104,4836.0,2016,6,0,1,0,0,0,0,1,0,0,732000.0
441,2,6.3,3143.0,1.0,1.0,0.0,-37.8573,145.0186,4836.0,2016,11,0,1,0,0,0,0,1,0,0,704000.0
444,2,6.3,3143.0,1.0,1.0,0.0,-37.8596,145.0198,4836.0,2016,11,0,1,0,0,0,0,1,0,0,620000.0
445,3,6.3,3143.0,1.0,2.0,328.0,-37.8559,145.0158,4836.0,2016,5,0,0,0,0,0,0,1,0,0,1900000.0
449,1,6.3,3143.0,1.0,1.0,0.0,-37.8575,145.0174,4836.0,2016,8,0,1,0,0,0,0,1,0,0,315000.0
451,3,6.3,3143.0,1.0,2.0,512.0,-37.80046,145.0032,4836.0,2016,4,0,0,0,0,0,0,1,0,0,1992000.0
452,1,6.3,3143.0,1.0,1.0,0.0,-37.8509,145.0203,4836.0,2016,9,0,1,0,0,0,0,1,0,0,450000.0
453,2,6.3,3143.0,1.0,1.0,2471.0,-37.8573,145.0186,4836.0,2017,2,0,1,0,0,0,0,1,0,0,710000.0
454,2,6.3,3143.0,1.0,1.0,1194.0,-37.8604,145.0147,4836.0,2017,2,0,1,0,0,0,0,1,0,0,872000.0
455,2,6.3,3143.0,1.0,1.0,0.0,-37.8593,145.0156,4836.0,2017,2,0,1,0,0,0,0,1,0,0,598000.0
457,3,6.3,3143.0,1.0,2.0,186.0,-37.8554,145.0173,4836.0,2017,2,0,0,0,0,0,0,1,0,0,1285000.0
458,4,6.3,3143.0,3.0,2.0,421.0,-37.8593,145.0275,4836.0,2017,2,0,0,0,0,0,0,1,0,0,3660000.0
461,2,6.3,3143.0,1.0,1.0,0.0,-37.8618,145.0183,4836.0,2016,6,0,1,0,0,0,0,1,0,0,520000.0
462,4,6.3,3143.0,1.0,2.0,512.0,-37.80046,145.0032,4836.0,2016,6,0,0,0,0,0,0,1,0,0,2760000.0
464,2,6.3,3143.0,1.0,2.0,512.0,-37.80046,145.0032,4836.0,2016,11,0,1,0,0,0,0,1,0,0,690000.0
465,4,6.3,3143.0,1.0,2.0,709.0,-37.8574,145.016,4836.0,2016,11,0,0,0,0,0,0,1,0,0,3625000.0
466,4,6.3,3143.0,3.0,3.0,563.0,-37.8582,145.0138,4836.0,2016,11,0,0,0,0,0,0,1,0,0,4200000.0
467,3,6.3,3143.0,1.0,2.0,103.0,-37.8542,145.0135,4836.0,2016,11,1,0,0,0,0,0,1,0,0,1101000.0
468,3,6.3,3143.0,2.0,2.0,617.0,-37.8557,145.0264,4836.0,2016,11,0,0,0,0,0,0,1,0,0,3512500.0
471,4,6.3,3143.0,3.0,4.0,544.0,-37.8611,145.0195,4836.0,2016,5,0,0,0,0,0,0,1,0,0,2000000.0
473,3,6.3,3143.0,1.0,1.0,0.0,-37.853,145.0264,4836.0,2016,5,0,1,0,0,0,0,1,0,0,869000.0
474,2,6.3,3143.0,1.0,2.0,512.0,-37.80046,145.0032,4836.0,2016,8,0,1,0,0,0,0,1,0,0,577000.0
477,3,6.3,3143.0,1.0,2.0,512.0,-37.80046,145.0032,4836.0,2016,8,0,0,0,0,0,0,1,0,0,2865000.0
478,5,6.3,3143.0,2.0,2.0,617.0,-37.8611,145.0271,4836.0,2016,8,0,0,0,0,0,0,1,0,0,2810000.0
479,2,6.3,3143.0,1.0,1.0,0.0,-37.8573,145.0112,4836.0,2016,8,0,1,0,0,0,0,1,0,0,565000.0
480,1,6.3,3143.0,1.0,1.0,0.0,-37.8549,145.0113,4836.0,2016,8,0,1,0,0,0,0,1,0,0,567000.0
481,2,6.3,3143.0,0.0,0.0,0.0,-37.8568,145.0161,4836.0,2016,7,0,1,0,0,0,0,1,0,0,546000.0
483,2,6.3,3143.0,1.0,1.0,0.0,-37.8503,145.0185,4836.0,2016,7,0,1,0,0,0,0,1,0,0,471500.0
485,2,5.9,3032.0,1.0,2.0,0.0,-37.7756,144.9165,6567.0,2016,3,0,1,0,0,0,0,0,1,0,455000.0
486,3,5.9,3032.0,1.0,2.0,298.0,-37.7777,144.9195,6567.0,2016,3,0,0,0,0,0,0,0,1,0,940000.0
487,2,5.9,3032.0,1.0,1.0,0.0,-37.7761,144.9201,6567.0,2016,3,0,1,0,0,0,0,0,1,0,467000.0
489,3,5.9,3032.0,1.0,2.0,512.0,-37.80046,145.0032,6567.0,2016,4,0,0,0,0,0,0,0,1,0,895000.0
490,3,5.9,3032.0,2.0,2.0,277.0,-37.7777,144.9221,6567.0,2017,4,0,0,0,0,0,0,0,1,0,1380000.0
491,2,5.9,3032.0,1.0,1.0,423.0,-37.7736,144.9015,6567.0,2017,4,0,1,0,0,0,0,0,1,0,490000.0
492,4,5.9,3032.0,3.0,1.0,478.0,-37.7729,144.9179,6567.0,2017,4,0,0,0,0,0,0,0,1,0,1850000.0
493,3,5.9,3032.0,1.0,2.0,623.0,-37.7758,144.9089,6567.0,2017,4,0,0,0,0,0,0,0,1,0,1284000.0
494,3,5.9,3032.0,2.0,2.0,285.0,-37.775,144.9091,6567.0,2016,4,0,0,0,0,0,0,0,1,0,971000.0
495,2,5.9,3032.0,1.0,1.0,214.0,-37.7776,144.9142,6567.0,2016,4,0,0,0,0,0,0,0,1,0,710000.0
496,6,5.9,3032.0,3.0,2.0,1014.0,-37.7721,144.9184,6567.0,2016,4,0,0,0,0,0,0,0,1,0,2425000.0
497,2,5.9,3032.0,1.0,1.0,226.0,-37.7745,144.9093,6567.0,2016,4,0,0,0,0,0,0,0,1,0,750000.0
498,2,5.9,3032.0,1.0,2.0,512.0,-37.80046,145.0032,6567.0,2016,4,0,0,0,0,0,0,0,1,0,840000.0
499,2,5.9,3032.0,1.0,1.0,269.0,-37.7748,144.929,6567.0,2016,6,0,0,0,0,0,0,0,1,0,1053000.0
